city,date,time,air_temperature,dew_point,relative_humidity,precipitation,snow_depth,wind_direction,avg_wind_speed,sea_level_pressure
Sydney,2024-04-18,00:00:00,21.0,17.0,78,0.0,,310,6.0,1017.0
Sydney,2024-04-18,01:00:00,22.0,13.6,59,0.0,,238,16.7,1016.7
Sydney,2024-04-18,02:00:00,21.0,16.0,73,0.0,,130,19.0,1015.0
Sydney,2024-04-18,03:00:00,22.8,12.1,51,0.0,,194,18.5,1015.3
Sydney,2024-04-18,04:00:00,20.0,18.0,88,0.0,,160,19.0,1013.0
Sydney,2024-04-18,05:00:00,20.0,16.0,78,0.0,,130,17.0,1014.0
Sydney,2024-04-18,06:00:00,20.1,13.8,67,0.0,,150,20.4,1014.2
Sydney,2024-04-18,07:00:00,19.7,13.4,67,0.0,,159,18.5,1014.6
Sydney,2024-04-18,08:00:00,20.0,16.0,78,0.0,,170,13.0,1014.0
Sydney,2024-04-18,09:00:00,18.6,13.0,70,0.0,,182,16.7,1015.6
Sydney,2024-04-18,10:00:00,19.0,16.0,83,0.0,,190,15.0,1015.0
Sydney,2024-04-18,11:00:00,18.0,14.1,78,0.0,,230,17.0,1015.0
Sydney,2024-04-18,12:00:00,17.2,12.9,76,0.0,,222,14.8,1015.9
Sydney,2024-04-18,13:00:00,16.5,12.5,77,0.0,,241,14.8,1015.9
Sydney,2024-04-18,14:00:00,16.0,12.0,77,0.0,,240,14.8,1015.8
Sydney,2024-04-18,15:00:00,15.2,11.4,78,0.0,,255,14.8,1015.6
Sydney,2024-04-18,16:00:00,14.7,10.5,76,0.0,,264,14.8,1015.2
Sydney,2024-04-18,17:00:00,14.2,10.0,76,0.0,,260,14.8,1015.0
Sydney,2024-04-18,18:00:00,13.8,9.8,77,0.0,,270,14.8,1014.9
Sydney,2024-04-18,19:00:00,13.0,11.1,88,0.0,,320,11.0,1015.0
Sydney,2024-04-18,20:00:00,14.0,10.0,77,0.0,,290,13.0,1015.0
Sydney,2024-04-18,21:00:00,14.0,9.0,72,0.0,,280,13.0,1016.0
Sydney,2024-04-18,22:00:00,17.0,8.9,59,0.0,,250,20.0,1016.0
Sydney,2024-04-18,23:00:00,17.0,8.9,59,0.0,,260,15.0,1016.0
Sydney,2024-04-19,00:00:00,19.0,8.9,52,0.0,,260,9.0,1017.0
Sydney,2024-04-19,01:00:00,18.3,10.1,59,0.0,,222,14.8,1016.9
Sydney,2024-04-19,02:00:00,19.1,10.4,57,0.0,,191,16.7,1016.7
Sydney,2024-04-19,03:00:00,19.0,10.8,59,0.0,,185,18.5,1016.7
Sydney,2024-04-19,04:00:00,20.0,13.0,64,0.0,,180,30.0,1017.0
Sydney,2024-04-19,05:00:00,19.0,14.1,73,0.0,,180,32.0,1017.0
Sydney,2024-04-19,06:00:00,19.0,13.0,68,0.0,,190,33.0,1018.0
Sydney,2024-04-19,07:00:00,19.0,13.0,68,0.0,,180,35.0,1018.0
Sydney,2024-04-19,08:00:00,17.8,13.3,75,0.0,,185,25.9,1019.3
Sydney,2024-04-19,09:00:00,17.9,13.0,73,0.0,,186,25.9,1020.0
Sydney,2024-04-19,10:00:00,18.6,13.2,71,0.0,,185,33.3,1021.0
Sydney,2024-04-19,11:00:00,18.2,13.3,73,0.0,,193,29.6,1021.3
Sydney,2024-04-19,12:00:00,19.0,14.1,73,0.2,,180,37.0,1021.0
Sydney,2024-04-19,13:00:00,19.0,14.1,73,0.2,,190,37.0,1021.0
Sydney,2024-04-19,14:00:00,18.0,14.1,78,0.0,,190,41.0,1021.0
Sydney,2024-04-19,15:00:00,18.0,15.1,83,0.4,,200,32.0,1021.0
Sydney,2024-04-19,16:00:00,17.0,14.1,83,0.4,,210,35.0,1021.0
Sydney,2024-04-19,17:00:00,17.0,12.9,77,0.0,,210,35.0,1021.0
Sydney,2024-04-19,18:00:00,17.1,14.2,83,0.4,,202,31.5,1021.8
Sydney,2024-04-19,19:00:00,17.0,16.0,94,1.2,,200,37.0,1022.0
Sydney,2024-04-19,20:00:00,17.0,15.0,88,0.7,,190,41.0,1022.0
Sydney,2024-04-19,21:00:00,16.8,14.1,84,0.5,,199,33.3,1023.2
Sydney,2024-04-19,22:00:00,17.0,15.0,88,0.4,,200,37.0,1023.0
Sydney,2024-04-19,23:00:00,17.0,15.0,88,0.2,,200,41.0,1024.0
Sydney,2024-04-20,00:00:00,17.0,15.0,88,0.5,,200,44.0,1024.0
Sydney,2024-04-20,01:00:00,17.0,15.0,88,1.0,,190,44.0,1024.0
Sydney,2024-04-20,02:00:00,16.0,15.0,94,0.7,,200,43.0,1024.0
Sydney,2024-04-20,03:00:00,18.0,15.1,83,1.0,,190,44.0,1024.0
Sydney,2024-04-20,04:00:00,19.0,17.0,88,0.4,,200,35.0,1024.0
Sydney,2024-04-20,05:00:00,18.0,15.1,83,1.1,,190,41.0,1024.0
Sydney,2024-04-20,06:00:00,17.0,15.0,88,1.1,,180,39.0,1025.0
Sydney,2024-04-20,07:00:00,17.0,15.0,88,1.0,,190,43.0,1025.0
Sydney,2024-04-20,08:00:00,17.0,15.0,88,1.8,,190,35.0,1025.0
Sydney,2024-04-20,09:00:00,18.1,15.0,82,1.0,,173,37.0,1026.7
Sydney,2024-04-20,10:00:00,17.9,15.2,84,0.3,,172,37.0,1027.0
Sydney,2024-04-20,11:00:00,18.0,14.9,82,0.6,,172,35.2,1027.1
Sydney,2024-04-20,12:00:00,19.0,14.1,73,0.2,,160,33.0,1027.0
Sydney,2024-04-20,13:00:00,19.0,14.1,73,0.0,,160,35.0,1027.0
Sydney,2024-04-20,14:00:00,17.6,13.9,79,0.0,,176,33.3,1027.1
Sydney,2024-04-20,15:00:00,17.5,13.6,78,0.1,,176,31.5,1027.1
Sydney,2024-04-20,16:00:00,19.0,14.1,73,0.1,,170,35.0,1026.0
Sydney,2024-04-20,17:00:00,19.0,14.1,73,0.3,,170,33.0,1026.0
Sydney,2024-04-20,18:00:00,19.0,14.1,73,0.2,,170,33.0,1027.0
Sydney,2024-04-20,19:00:00,18.0,13.1,73,0.3,,160,30.0,1027.0
Sydney,2024-04-20,20:00:00,18.0,14.1,78,0.0,,180,30.0,1028.0
Sydney,2024-04-20,21:00:00,18.0,14.1,78,0.2,,190,26.0,1028.0
Sydney,2024-04-20,22:00:00,19.0,14.1,73,0.5,,180,33.0,1028.0
Sydney,2024-04-20,23:00:00,19.0,14.1,73,0.5,,180,30.0,1028.0
Sydney,2024-04-21,00:00:00,19.3,14.1,72,0.3,,183,25.9,1029.1
Sydney,2024-04-21,01:00:00,19.4,14.0,71,0.0,,180,25.9,1028.5
Sydney,2024-04-21,02:00:00,19.8,14.2,70,0.1,,172,25.9,1027.9
Sydney,2024-04-21,03:00:00,19.8,13.9,69,0.0,,167,24.1,1027.2
Sydney,2024-04-21,04:00:00,20.2,14.1,68,0.0,,170,24.1,1026.9
Sydney,2024-04-21,05:00:00,19.0,14.1,73,0.0,,180,19.0,1026.0
Sydney,2024-04-21,06:00:00,19.0,13.0,68,0.0,,180,17.0,1026.0
Sydney,2024-04-21,07:00:00,19.0,13.0,68,0.0,,150,15.0,1027.0
Sydney,2024-04-21,08:00:00,18.0,14.1,78,0.0,,140,15.0,1027.0
Sydney,2024-04-21,09:00:00,18.0,13.1,73,0.0,,140,15.0,1028.0
Sydney,2024-04-21,10:00:00,18.0,14.1,78,0.0,,160,11.0,1028.0
Sydney,2024-04-21,11:00:00,18.0,14.1,78,0.0,,150,13.0,1028.0
Sydney,2024-04-21,12:00:00,17.2,13.5,79,0.0,,177,11.1,1028.7
Sydney,2024-04-21,13:00:00,16.7,13.4,81,0.0,,212,11.1,1028.6
Sydney,2024-04-21,14:00:00,16.2,13.5,84,0.0,,224,13.0,1028.5
Sydney,2024-04-21,15:00:00,15.6,13.4,87,0.0,,240,11.1,1028.2
Sydney,2024-04-21,16:00:00,14.4,12.1,86,0.0,,245,9.3,1028.4
Sydney,2024-04-21,17:00:00,14.2,11.9,86,0.0,,262,11.1,1028.1
Sydney,2024-04-21,18:00:00,14.1,11.8,86,0.0,,268,11.1,1028.0
Sydney,2024-04-21,19:00:00,17.0,14.1,83,0.0,,200,19.0,1028.0
Sydney,2024-04-21,20:00:00,16.0,14.0,88,0.0,,200,17.0,1028.0
Sydney,2024-04-21,21:00:00,15.0,12.0,82,0.0,,200,13.0,1028.0
Sydney,2024-04-21,22:00:00,18.0,13.1,73,0.0,,300,13.0,1029.0
Sydney,2024-04-21,23:00:00,19.0,13.0,68,0.0,,290,9.0,1029.0
Sydney,2024-04-22,00:00:00,20.0,13.0,64,0.0,,190,13.0,1029.0
Sydney,2024-04-22,01:00:00,19.9,13.8,68,0.0,,193,13.0,1028.2
Sydney,2024-04-22,02:00:00,21.0,13.9,64,0.0,,170,11.0,1027.0
Sydney,2024-04-22,03:00:00,21.0,15.1,69,0.0,,140,9.0,1026.0
Sydney,2024-04-22,04:00:00,22.0,14.1,61,0.0,,120,17.0,1026.0
Sydney,2024-04-22,05:00:00,22.0,14.1,61,0.0,,110,13.0,1026.0
Sydney,2024-04-22,06:00:00,22.0,14.1,61,0.0,,60,17.0,1025.0
Sydney,2024-04-22,07:00:00,21.0,13.9,64,0.0,,50,17.0,1025.0
Sydney,2024-04-22,08:00:00,19.9,14.3,70,0.0,,91,13.0,1025.8
Sydney,2024-04-22,09:00:00,19.6,14.4,72,0.0,,81,11.1,1026.1
Sydney,2024-04-22,10:00:00,18.8,14.5,76,0.0,,40,11.1,1026.3
Sydney,2024-04-22,11:00:00,18.3,14.6,79,0.0,,26,7.4,1026.4
Sydney,2024-04-22,12:00:00,17.8,14.7,82,0.0,,348,7.4,1026.3
Sydney,2024-04-22,13:00:00,17.2,14.7,85,0.0,,321,7.4,1026.1
Sydney,2024-04-22,14:00:00,16.5,14.3,87,0.0,,313,7.4,1025.8
Sydney,2024-04-22,15:00:00,15.8,14.2,90,0.0,,328,7.4,1025.4
Sydney,2024-04-22,16:00:00,15.3,13.3,88,0.0,,333,9.3,1025.2
Sydney,2024-04-22,17:00:00,14.8,12.8,88,0.0,,328,11.1,1025.0
Sydney,2024-04-22,18:00:00,14.5,12.5,88,0.0,,326,11.1,1024.9
Sydney,2024-04-22,19:00:00,14.6,12.5,87,0.0,,321,11.1,1025.1
Sydney,2024-04-22,20:00:00,15.0,13.0,88,0.0,,310,17.0,1024.0
Sydney,2024-04-22,21:00:00,16.0,12.9,82,0.0,,310,15.0,1025.0
Sydney,2024-04-22,22:00:00,17.0,12.9,77,0.0,,310,17.0,1025.0
Sydney,2024-04-22,23:00:00,20.0,13.9,68,0.0,,300,9.0,1025.0
Sydney,2024-04-23,00:00:00,23.0,15.1,61,0.0,,300,13.0,1024.0
Sydney,2024-04-23,01:00:00,24.0,12.0,47,0.0,,20,15.0,1023.0
Sydney,2024-04-23,02:00:00,23.5,11.9,48,0.0,,351,16.7,1023.1
Sydney,2024-04-23,03:00:00,25.0,14.2,51,0.0,,20,22.0,1020.0
Sydney,2024-04-23,04:00:00,25.0,14.2,51,0.0,,40,28.0,1020.0
Sydney,2024-04-23,05:00:00,24.0,14.1,54,0.0,,40,28.0,1020.0
Sydney,2024-04-23,06:00:00,23.0,15.1,61,0.0,,20,32.0,1019.0
Sydney,2024-04-23,07:00:00,23.0,16.1,65,0.0,,30,26.0,1019.0
Sydney,2024-04-23,08:00:00,23.0,17.0,69,0.0,,20,26.0,1019.0
Sydney,2024-04-23,09:00:00,22.0,16.9,73,0.0,,20,26.0,1019.0
Sydney,2024-04-23,10:00:00,22.0,16.1,69,0.0,,20,26.0,1019.0
Sydney,2024-04-23,11:00:00,21.0,16.0,73,0.0,,10,24.0,1019.0
Sydney,2024-04-23,12:00:00,20.3,15.5,74,0.0,,5,16.7,1019.0
Sydney,2024-04-23,13:00:00,19.7,14.7,73,0.0,,1,14.8,1018.7
Sydney,2024-04-23,14:00:00,18.8,14.1,74,0.0,,353,13.0,1018.4
Sydney,2024-04-23,15:00:00,18.0,13.5,75,0.0,,351,11.1,1017.8
Sydney,2024-04-23,16:00:00,18.1,14.2,78,0.0,,345,13.0,1017.4
Sydney,2024-04-23,17:00:00,17.5,13.4,77,0.0,,343,13.0,1017.0
Sydney,2024-04-23,18:00:00,17.0,12.7,76,0.0,,335,11.1,1016.7
Sydney,2024-04-23,19:00:00,17.1,12.4,74,0.0,,328,13.0,1016.6
Sydney,2024-04-23,20:00:00,16.6,12.2,75,0.0,,323,13.0,1016.6
Sydney,2024-04-23,21:00:00,17.6,12.1,70,0.0,,318,13.0,1016.7
Sydney,2024-04-23,22:00:00,18.6,12.1,66,0.0,,315,13.0,1017.0
Sydney,2024-04-23,23:00:00,19.9,12.2,61,0.0,,318,14.8,1017.1
Anchorage,2024-04-18,00:00:00,4.9,-4.4,51,0.0,,357,20.4,1023.7
Anchorage,2024-04-18,01:00:00,3.8,-3.3,60,0.0,,87,22.2,1024.2
Anchorage,2024-04-18,02:00:00,4.4,-3.4,57,0.0,,29,16.7,1023.5
Anchorage,2024-04-18,03:00:00,4.0,-6.0,48,0.0,,39,14.8,1023.0
Anchorage,2024-04-18,04:00:00,4.0,-5.0,52,0.0,,78,14.8,1023.0
Anchorage,2024-04-18,05:00:00,4.0,-5.2,51,0.0,,320,11.2,1023.0
Anchorage,2024-04-18,06:00:00,5.0,-6.9,42,0.0,,340,11.0,1024.0
Anchorage,2024-04-18,07:00:00,5.3,-6.9,41,0.0,,0,0.0,1023.8
Anchorage,2024-04-18,08:00:00,4.3,-6.3,46,0.0,,270,9.4,1024.1
Anchorage,2024-04-18,09:00:00,3.0,-4.0,60,0.0,,270,11.0,1024.0
Anchorage,2024-04-18,10:00:00,2.4,-4.1,62,0.0,,0,0.0,1024.5
Anchorage,2024-04-18,11:00:00,1.3,-4.2,67,0.0,,130,5.4,1024.0
Anchorage,2024-04-18,12:00:00,1.8,-3.7,67,0.0,,190,11.2,1025.0
Anchorage,2024-04-18,13:00:00,2.0,-3.9,65,0.0,,210,6.0,1025.0
Anchorage,2024-04-18,14:00:00,2.9,-4.1,60,0.0,,270,18.4,1025.2
Anchorage,2024-04-18,15:00:00,4.1,-4.9,52,0.0,,330,20.0,1025.8
Anchorage,2024-04-18,16:00:00,4.9,-4.7,50,0.0,,0,0.0,1026.1
Anchorage,2024-04-18,17:00:00,3.4,-3.2,62,0.0,,0,0.0,1026.0
Anchorage,2024-04-18,18:00:00,4.0,-3.5,58,0.0,,10,7.0,1026.0
Anchorage,2024-04-18,19:00:00,4.3,-2.8,60,0.0,,0,0.0,1026.5
Anchorage,2024-04-18,20:00:00,5.3,-2.8,56,0.0,,180,5.4,1026.5
Anchorage,2024-04-18,21:00:00,6.3,-3.6,49,0.0,,270,9.4,1026.0
Anchorage,2024-04-18,22:00:00,7.0,-5.1,42,0.0,,310,11.0,1026.0
Anchorage,2024-04-18,23:00:00,5.5,-2.6,56,0.0,,230,11.2,1026.0
Anchorage,2024-04-19,00:00:00,5.6,-3.0,54,0.0,,180,5.4,1025.1
Anchorage,2024-04-19,01:00:00,6.0,-2.6,54,0.0,,0,0.0,1024.8
Anchorage,2024-04-19,02:00:00,5.9,-3.2,52,0.0,,81,14.8,1024.7
Anchorage,2024-04-19,03:00:00,5.3,-3.8,52,0.0,,310,7.6,1024.0
Anchorage,2024-04-19,04:00:00,5.0,-4.0,52,0.0,,45,11.1,1024.0
Anchorage,2024-04-19,05:00:00,4.6,-3.4,56,0.0,,0,0.0,1024.1
Anchorage,2024-04-19,06:00:00,3.5,-2.7,64,0.0,,0,0.0,1024.1
Anchorage,2024-04-19,07:00:00,4.0,-3.1,60,0.0,,50,7.0,1024.0
Anchorage,2024-04-19,08:00:00,4.1,-3.9,56,0.0,,0,0.0,1023.8
Anchorage,2024-04-19,09:00:00,3.7,-3.6,59,0.0,,0,0.0,1023.4
Anchorage,2024-04-19,10:00:00,4.3,-4.7,52,0.0,,0,0.0,1023.1
Anchorage,2024-04-19,11:00:00,3.5,-3.5,60,0.0,,0,0.0,1023.1
Anchorage,2024-04-19,12:00:00,4.0,-4.0,56,0.0,,358,9.3,1023.0
Anchorage,2024-04-19,13:00:00,3.9,-3.9,57,0.0,,10,11.2,1022.7
Anchorage,2024-04-19,14:00:00,3.9,-4.3,55,0.0,,20,7.6,1022.0
Anchorage,2024-04-19,15:00:00,4.3,-4.0,55,0.0,,0,0.0,1022.1
Anchorage,2024-04-19,16:00:00,3.0,-2.9,65,0.0,,10,6.0,1022.0
Anchorage,2024-04-19,17:00:00,4.5,-4.3,53,0.0,,360,13.0,1022.0
Anchorage,2024-04-19,18:00:00,5.0,-4.0,52,0.0,,70,6.0,1022.0
Anchorage,2024-04-19,19:00:00,5.1,-3.7,53,0.0,,0,0.0,1021.4
Anchorage,2024-04-19,20:00:00,5.3,-4.0,51,0.0,,10,13.0,1021.0
Anchorage,2024-04-19,21:00:00,6.0,-3.9,49,0.0,,14,9.3,1021.0
Anchorage,2024-04-19,22:00:00,6.7,-3.8,47,0.0,,10,9.4,1020.0
Anchorage,2024-04-19,23:00:00,7.4,-5.3,40,0.0,,10,22.3,1019.0
Anchorage,2024-04-20,00:00:00,7.8,-4.6,41,0.0,,360,22.3,1019.0
Anchorage,2024-04-20,01:00:00,7.9,-4.6,41,0.0,,10,20.5,1018.0
Anchorage,2024-04-20,02:00:00,8.0,-3.8,43,0.0,,200,7.0,1018.0
Anchorage,2024-04-20,03:00:00,7.6,-4.5,42,0.0,,0,0.0,1017.0
Anchorage,2024-04-20,04:00:00,8.9,-6.0,34,0.0,,60,11.2,1017.0
Anchorage,2024-04-20,05:00:00,6.2,-4.3,47,0.0,,0,0.0,1017.0
Anchorage,2024-04-20,06:00:00,5.0,-3.1,56,0.0,,22,7.4,1017.0
Anchorage,2024-04-20,07:00:00,5.0,-4.0,52,0.0,,0,0.0,1017.0
Anchorage,2024-04-20,08:00:00,3.1,-2.6,66,0.0,,0,0.0,1016.0
Anchorage,2024-04-20,09:00:00,3.2,-3.6,61,0.0,,0,0.0,1016.0
Anchorage,2024-04-20,10:00:00,1.7,-2.6,73,0.0,,0,0.0,1016.0
Anchorage,2024-04-20,11:00:00,2.5,-3.6,64,0.0,,0,0.0,1015.3
Anchorage,2024-04-20,12:00:00,3.0,-4.9,56,0.0,,28,7.4,1015.0
Anchorage,2024-04-20,13:00:00,2.6,-5.5,55,0.0,,30,5.4,1014.0
Anchorage,2024-04-20,14:00:00,1.7,-5.5,59,0.0,,60,5.4,1014.0
Anchorage,2024-04-20,15:00:00,1.7,-5.5,59,0.0,,10,7.6,1013.3
Anchorage,2024-04-20,16:00:00,2.0,-5.9,56,0.0,,40,7.6,1013.0
Anchorage,2024-04-20,17:00:00,3.0,-5.7,53,0.0,,30,13.0,1013.0
Anchorage,2024-04-20,18:00:00,4.4,-5.4,49,0.0,,40,11.2,1013.0
Anchorage,2024-04-20,19:00:00,6.3,-6.0,41,0.0,,30,11.2,1012.0
Anchorage,2024-04-20,20:00:00,7.9,-5.9,37,0.0,,30,5.4,1011.6
Anchorage,2024-04-20,21:00:00,9.0,-6.0,34,0.0,,17,7.4,1011.0
Anchorage,2024-04-20,22:00:00,10.2,-5.0,34,0.0,,0,0.0,1010.9
Anchorage,2024-04-20,23:00:00,10.9,-5.6,31,0.0,,0,0.0,1010.2
Anchorage,2024-04-21,00:00:00,12.2,-6.0,28,0.0,,0,0.0,1009.5
Anchorage,2024-04-21,01:00:00,13.4,-6.1,26,0.0,,0,0.0,1008.8
Anchorage,2024-04-21,02:00:00,11.9,-4.7,31,0.0,,260,9.4,1009.0
Anchorage,2024-04-21,03:00:00,7.5,-6.6,36,0.0,,331,5.5,1009.8
Anchorage,2024-04-21,04:00:00,10.7,-6.2,30,0.0,,270,11.2,1007.8
Anchorage,2024-04-21,05:00:00,7.0,-3.8,46,0.0,,0,0.0,1007.8
Anchorage,2024-04-21,06:00:00,6.0,-2.9,53,0.0,,11,3.7,1008.0
Anchorage,2024-04-21,07:00:00,5.6,-3.0,54,0.0,,0,0.0,1008.0
Anchorage,2024-04-21,08:00:00,6.7,-4.4,45,0.0,,0,0.0,1008.0
Anchorage,2024-04-21,09:00:00,4.0,-3.8,57,0.0,,0,0.0,1007.5
Anchorage,2024-04-21,10:00:00,3.1,-3.9,60,0.0,,40,5.4,1007.5
Anchorage,2024-04-21,11:00:00,2.0,-3.9,65,0.0,,49,3.7,1008.0
Anchorage,2024-04-21,12:00:00,1.6,-3.5,69,0.0,,0,0.0,1007.5
Anchorage,2024-04-21,13:00:00,1.1,-3.6,71,0.0,,0,0.0,1007.5
Anchorage,2024-04-21,14:00:00,2.0,-2.9,70,0.0,,50,6.0,1008.0
Anchorage,2024-04-21,15:00:00,2.3,-4.2,62,0.0,,0,0.0,1008.0
Anchorage,2024-04-21,16:00:00,4.0,-2.6,62,0.0,,85,1.8,1008.0
Anchorage,2024-04-21,17:00:00,4.6,-2.5,60,0.0,,0,0.0,1008.2
Anchorage,2024-04-21,18:00:00,6.4,-2.5,53,0.0,,0,0.0,1009.0
Anchorage,2024-04-21,19:00:00,7.4,-5.0,41,0.0,,0,0.0,1008.8
Anchorage,2024-04-21,20:00:00,8.0,-3.8,43,0.0,,280,9.0,1009.0
Anchorage,2024-04-21,21:00:00,9.3,-4.3,38,0.0,,340,7.6,1009.0
Anchorage,2024-04-21,22:00:00,10.0,-4.4,36,0.0,,214,7.4,1010.0
Anchorage,2024-04-21,23:00:00,10.1,-5.1,34,0.0,,0,0.0,1010.0
Anchorage,2024-04-22,00:00:00,8.3,-3.3,44,0.0,,280,7.6,1009.9
Anchorage,2024-04-22,01:00:00,6.6,0.5,65,0.0,,260,7.6,1009.9
Anchorage,2024-04-22,02:00:00,7.0,1.1,66,0.0,,229,7.4,1011.0
Anchorage,2024-04-22,03:00:00,6.4,0.3,65,0.0,,260,11.2,1010.9
Anchorage,2024-04-22,04:00:00,7.0,0.0,61,0.0,,260,13.0,1012.0
Anchorage,2024-04-22,05:00:00,7.0,0.0,61,0.0,,213,5.5,1013.0
Anchorage,2024-04-22,06:00:00,5.5,-0.4,66,0.0,,0,0.0,1013.2
Anchorage,2024-04-22,07:00:00,5.0,0.0,70,0.0,,147,5.5,1014.0
Anchorage,2024-04-22,08:00:00,4.6,0.2,73,0.0,,0,0.0,1014.9
Anchorage,2024-04-22,09:00:00,3.9,0.4,78,0.0,,260,14.8,1015.9
Anchorage,2024-04-22,10:00:00,3.0,1.0,87,0.0,,146,3.7,1017.0
Anchorage,2024-04-22,11:00:00,3.0,1.0,87,0.0,,153,1.8,1017.0
Anchorage,2024-04-22,12:00:00,2.4,0.6,88,0.0,,0,0.0,1017.7
Anchorage,2024-04-22,13:00:00,2.9,1.1,88,0.0,,0,0.0,1018.0
Anchorage,2024-04-22,14:00:00,2.4,0.6,88,0.0,,0,0.0,1018.0
Anchorage,2024-04-22,15:00:00,3.5,1.1,84,0.0,,0,0.0,1018.0
Anchorage,2024-04-22,16:00:00,4.0,1.0,81,0.0,,50,6.0,1019.0
Anchorage,2024-04-22,17:00:00,5.2,0.9,74,0.0,,0,0.0,1019.0
Anchorage,2024-04-22,18:00:00,5.7,0.5,69,0.0,,360,7.6,1019.0
Anchorage,2024-04-22,19:00:00,6.4,-0.6,61,0.0,,330,9.4,1018.3
Anchorage,2024-04-22,20:00:00,7.0,-0.9,57,0.0,,350,11.2,1018.3
Anchorage,2024-04-22,21:00:00,8.0,-1.0,53,0.0,,10,6.0,1018.0
Anchorage,2024-04-22,22:00:00,8.5,-1.1,51,0.0,,280,13.0,1018.0
Anchorage,2024-04-22,23:00:00,8.7,-0.9,51,0.0,,260,13.0,1017.7
Anchorage,2024-04-23,00:00:00,7.9,-1.1,53,0.0,,260,13.0,1017.0
Anchorage,2024-04-23,01:00:00,9.0,-2.0,46,0.0,,260,9.0,1017.0
Anchorage,2024-04-23,02:00:00,8.5,-2.8,45,0.0,,0,0.0,1017.0
Anchorage,2024-04-23,03:00:00,8.3,-2.9,45,0.0,,0,0.0,1016.3
Anchorage,2024-04-23,04:00:00,7.6,-2.2,50,0.0,,10,5.4,1016.3
Anchorage,2024-04-23,05:00:00,6.8,-1.1,57,0.0,,0,0.0,1016.0
Anchorage,2024-04-23,06:00:00,7.0,-1.9,53,0.0,,10,9.0,1016.0
Anchorage,2024-04-23,07:00:00,6.0,-1.2,60,0.0,,10,7.6,1016.0
Anchorage,2024-04-23,08:00:00,5.6,-1.1,62,0.0,,0,0.0,1016.0
Anchorage,2024-04-23,09:00:00,4.0,0.0,75,0.0,,240,7.0,1016.0
Anchorage,2024-04-23,10:00:00,4.7,-0.7,68,0.0,,0,0.0,1015.3
Anchorage,2024-04-23,11:00:00,5.0,-0.4,68,0.0,,39,3.7,1015.0
Anchorage,2024-04-23,12:00:00,3.6,-1.0,72,0.0,,0,0.0,1014.6
Anchorage,2024-04-23,13:00:00,3.3,-1.1,73,0.0,,0,0.0,1014.3
Anchorage,2024-04-23,14:00:00,3.2,-1.0,74,0.0,,0,0.0,1014.0
Anchorage,2024-04-23,15:00:00,2.8,-0.7,78,0.0,,0,0.0,1014.0
Anchorage,2024-04-23,16:00:00,4.0,-0.6,72,0.0,,77,5.5,1013.0
Anchorage,2024-04-23,17:00:00,5.4,-0.7,65,0.0,,0,0.0,1012.9
Anchorage,2024-04-23,18:00:00,3.7,-1.7,68,0.0,,50,1.8,1014.4
Anchorage,2024-04-23,19:00:00,6.1,-1.8,57,0.0,,33,5.5,1013.7
Anchorage,2024-04-23,20:00:00,6.3,-2.1,55,0.0,,329,5.5,1013.3
Anchorage,2024-04-23,21:00:00,7.3,-1.7,53,0.0,,263,7.4,1012.9
Anchorage,2024-04-23,22:00:00,7.8,-1.7,51,0.0,,221,7.4,1012.4
Anchorage,2024-04-23,23:00:00,9.3,-1.7,46,0.0,,223,9.3,1011.6
Mexico City,2024-04-18,00:00:00,27.0,2.1,20,0.0,,180,19.0,1023.0
Mexico City,2024-04-18,01:00:00,26.0,2.0,21,0.0,,180,11.0,1024.0
Mexico City,2024-04-18,02:00:00,25.0,5.2,28,0.0,,230,22.0,1025.0
Mexico City,2024-04-18,03:00:00,25.0,1.8,22,0.0,,20,30.0,1026.0
Mexico City,2024-04-18,04:00:00,23.0,7.9,38,0.0,,20,7.0,1027.0
Mexico City,2024-04-18,05:00:00,22.0,8.8,43,0.0,,300,15.0,1027.0
Mexico City,2024-04-18,06:00:00,21.0,7.9,43,0.0,,290,7.0,1026.0
Mexico City,2024-04-18,07:00:00,20.0,8.0,46,0.0,,300,4.0,1026.0
Mexico City,2024-04-18,08:00:00,19.0,8.0,49,0.0,,160,6.0,1025.0
Mexico City,2024-04-18,09:00:00,19.0,7.1,46,0.0,,237,3.7,1025.0
Mexico City,2024-04-18,10:00:00,19.0,8.0,49,0.0,,230,7.0,1025.0
Mexico City,2024-04-18,11:00:00,19.0,7.1,46,0.0,,133,3.7,1026.0
Mexico City,2024-04-18,12:00:00,15.0,4.1,48,0.0,,70,13.0,1027.0
Mexico City,2024-04-18,13:00:00,17.0,5.0,45,0.0,,100,9.0,1028.0
Mexico City,2024-04-18,14:00:00,21.0,6.1,38,0.0,,100,9.0,1028.0
Mexico City,2024-04-18,15:00:00,24.0,5.8,31,0.0,,360,6.0,1028.0
Mexico City,2024-04-18,16:00:00,27.0,5.9,26,0.0,,310,9.0,1027.0
Mexico City,2024-04-18,17:00:00,30.0,3.1,18,0.0,,270,9.0,1026.0
Mexico City,2024-04-18,18:00:00,31.0,2.2,16,0.0,,70,9.0,1025.0
Mexico City,2024-04-18,19:00:00,30.0,-0.4,14,0.0,,240,11.0,1024.0
Mexico City,2024-04-18,20:00:00,29.0,-1.2,14,0.0,,270,15.0,1023.0
Mexico City,2024-04-18,21:00:00,28.0,2.2,19,0.0,,150,11.0,1023.0
